reference version,updated version,reference model date,updated model date,delta date (days),incoming time,outgoing time,SMT solver,f-measure,precision,recall,reference model: number of states,reference model: number of transitions,updated model: number of states,updated model: number of transitions,output model: number of states,output model: number of transitions
0_9_8lTLS10,0_9_8lTLS10,2009-11-05,2009-11-05,0,0.016917705535888672,0.06699252128601074,z3,1.0,1.0,1.0,11,111,11,111,11,111
0_9_8lTLS10,0_9_8sTLS10,2009-11-05,2012-01-04,-790,0.03371286392211914,0.08836913108825684,cvc4,0.8583690987124463,0.819672131147541,0.9009009009009009,11,111,12,122,12,133
0_9_8lTLS10,0_9_8sTLS10,2009-11-05,2012-01-04,-790,0.02252507209777832,0.07028508186340332,msat,0.8583690987124463,0.819672131147541,0.9009009009009009,11,111,12,122,12,133
0_9_8lTLS10,0_9_8sTLS10,2009-11-05,2012-01-04,-790,0.015455245971679688,0.06312966346740723,yices,0.8583690987124463,0.819672131147541,0.9009009009009009,11,111,12,122,12,133
0_9_8lTLS10,0_9_8sTLS10,2009-11-05,2012-01-04,-790,0.017983436584472656,0.06885552406311035,z3,0.8583690987124463,0.819672131147541,0.9009009009009009,11,111,12,122,12,133
0_9_8lTLS10,0_9_8uTLS10,2009-11-05,2012-03-12,-858,0.041464805603027344,0.09112858772277832,cvc4,0.7518796992481204,0.6451612903225806,0.9009009009009009,11,111,15,155,15,166
0_9_8lTLS10,0_9_8uTLS10,2009-11-05,2012-03-12,-858,0.027298688888549805,0.07165217399597168,msat,0.7518796992481204,0.6451612903225806,0.9009009009009009,11,111,15,155,15,166
0_9_8lTLS10,0_9_8uTLS10,2009-11-05,2012-03-12,-858,0.025000572204589844,0.06822013854980469,yices,0.7518796992481204,0.6451612903225806,0.9009009009009009,11,111,15,155,15,166
0_9_8lTLS10,0_9_8uTLS10,2009-11-05,2012-03-12,-858,0.022409915924072266,0.06799769401550293,z3,0.7518796992481204,0.6451612903225806,0.9009009009009009,11,111,15,155,15,166
0_9_8lTLS10,0_9_8yTLS10,2009-11-05,2013-02-04,-1187,0.049231767654418945,0.17328834533691406,cvc4,0.7443609022556391,0.6387096774193548,0.8918918918918919,11,111,15,155,15,167
0_9_8lTLS10,0_9_8yTLS10,2009-11-05,2013-02-04,-1187,0.02966904640197754,0.08211994171142578,msat,0.7443609022556391,0.6387096774193548,0.8918918918918919,11,111,15,155,15,167
0_9_8lTLS10,0_9_8yTLS10,2009-11-05,2013-02-04,-1187,0.019362926483154297,0.06923627853393555,yices,0.7443609022556391,0.6387096774193548,0.8918918918918919,11,111,15,155,15,167
0_9_8lTLS10,0_9_8yTLS10,2009-11-05,2013-02-04,-1187,0.023045778274536133,0.0733644962310791,z3,0.7443609022556391,0.6387096774193548,0.8918918918918919,11,111,15,155,15,167
0_9_8lTLS10,0_9_8zaTLS10,2009-11-05,2014-06-05,-1673,0.040161848068237305,0.09588932991027832,cvc4,0.6901960784313727,0.6111111111111112,0.7927927927927928,11,111,14,144,15,167
0_9_8lTLS10,0_9_8zaTLS10,2009-11-05,2014-06-05,-1673,0.028643131256103516,0.07576584815979004,msat,0.6901960784313727,0.6111111111111112,0.7927927927927928,11,111,14,144,15,167
0_9_8lTLS10,0_9_8zaTLS10,2009-11-05,2014-06-05,-1673,0.01842188835144043,0.07277727127075195,yices,0.6901960784313727,0.6111111111111112,0.7927927927927928,11,111,14,144,15,167
0_9_8lTLS10,0_9_8zaTLS10,2009-11-05,2014-06-05,-1673,0.03628683090209961,0.08430314064025879,z3,0.6901960784313727,0.6111111111111112,0.7927927927927928,11,111,14,144,15,167
0_9_8lTLS10,0_9_8zbTLS10,2009-11-05,2014-08-06,-1735,0.03660273551940918,0.09546422958374023,cvc4,0.7296137339055793,0.6967213114754098,0.7657657657657657,11,111,12,122,13,148
0_9_8lTLS10,0_9_8zbTLS10,2009-11-05,2014-08-06,-1735,0.029647350311279297,0.10056614875793457,msat,0.7296137339055793,0.6967213114754098,0.7657657657657657,11,111,12,122,13,148
0_9_8lTLS10,0_9_8zbTLS10,2009-11-05,2014-08-06,-1735,0.015467405319213867,0.06239795684814453,yices,0.7296137339055793,0.6967213114754098,0.7657657657657657,11,111,12,122,13,148
0_9_8lTLS10,0_9_8zbTLS10,2009-11-05,2014-08-06,-1735,0.018086910247802734,0.06851363182067871,z3,0.7296137339055793,0.6967213114754098,0.7657657657657657,11,111,12,122,13,148
0_9_8lTLS10,1_0_0pTLS10,2009-11-05,2015-01-08,-1890,0.036293745040893555,0.08671784400939941,cvc4,0.7210300429184548,0.6885245901639344,0.7567567567567568,11,111,12,122,13,149
0_9_8lTLS10,1_0_0pTLS10,2009-11-05,2015-01-08,-1890,0.024202585220336914,0.07426047325134277,msat,0.7210300429184548,0.6885245901639344,0.7567567567567568,11,111,12,122,13,149
0_9_8lTLS10,1_0_0pTLS10,2009-11-05,2015-01-08,-1890,0.015415430068969727,0.0640413761138916,yices,0.7210300429184548,0.6885245901639344,0.7567567567567568,11,111,12,122,13,149
0_9_8lTLS10,1_0_0pTLS10,2009-11-05,2015-01-08,-1890,0.01761007308959961,0.0673820972442627,z3,0.7210300429184548,0.6885245901639344,0.7567567567567568,11,111,12,122,13,149
0_9_8lTLS10,1_0_1dTLS11,2009-11-05,2013-02-04,-1187,0.041819095611572266,0.0917825698852539,cvc4,0.7294117647058824,0.6458333333333334,0.8378378378378378,11,111,14,144,14,162
0_9_8lTLS10,1_0_1dTLS11,2009-11-05,2013-02-04,-1187,0.027029991149902344,0.07702779769897461,msat,0.7294117647058824,0.6458333333333334,0.8378378378378378,11,111,14,144,14,162
0_9_8lTLS10,1_0_1dTLS11,2009-11-05,2013-02-04,-1187,0.018436908721923828,0.06652188301086426,yices,0.7294117647058824,0.6458333333333334,0.8378378378378378,11,111,14,144,14,162
0_9_8lTLS10,1_0_1dTLS11,2009-11-05,2013-02-04,-1187,0.023456335067749023,0.06975173950195312,z3,0.7294117647058824,0.6458333333333334,0.8378378378378378,11,111,14,144,14,162
0_9_8lTLS10,1_0_1kTLS10,2009-11-05,2015-01-08,-1890,0.033884525299072266,0.08733034133911133,cvc4,0.7124463519313305,0.680327868852459,0.7477477477477478,11,111,12,122,13,150
0_9_8lTLS10,1_0_1kTLS10,2009-11-05,2015-01-08,-1890,0.02358865737915039,0.07136011123657227,msat,0.7124463519313305,0.680327868852459,0.7477477477477478,11,111,12,122,13,150
0_9_8lTLS10,1_0_1kTLS10,2009-11-05,2015-01-08,-1890,0.015583038330078125,0.06255102157592773,yices,0.7124463519313305,0.680327868852459,0.7477477477477478,11,111,12,122,13,150
0_9_8lTLS10,1_0_1kTLS10,2009-11-05,2015-01-08,-1890,0.017942428588867188,0.06806302070617676,z3,0.7124463519313305,0.680327868852459,0.7477477477477478,11,111,12,122,13,150
0_9_8lTLS10,1_0_1TLS11,2009-11-05,2012-01-03,-789,0.04647111892700195,0.10837626457214355,cvc4,0.6901960784313727,0.6111111111111112,0.7927927927927928,11,111,14,144,15,167
0_9_8lTLS10,1_0_1TLS11,2009-11-05,2012-01-03,-789,0.03266549110412598,0.07653236389160156,msat,0.6901960784313727,0.6111111111111112,0.7927927927927928,11,111,14,144,15,167
0_9_8lTLS10,1_0_1TLS11,2009-11-05,2012-01-03,-789,0.01940464973449707,0.06936287879943848,yices,0.6901960784313727,0.6111111111111112,0.7927927927927928,11,111,14,144,15,167
0_9_8lTLS10,1_0_1TLS11,2009-11-05,2012-01-03,-789,0.022655010223388672,0.0744473934173584,z3,0.6901960784313727,0.6111111111111112,0.7927927927927928,11,111,14,144,15,167
0_9_8lTLS10,1_0_2mTLS10,2009-11-05,2017-11-02,-2919,0.02674579620361328,0.07807397842407227,cvc4,0.69,0.7752808988764045,0.6216216216216216,11,111,9,89,11,131
0_9_8lTLS10,1_0_2mTLS10,2009-11-05,2017-11-02,-2919,0.01693439483642578,0.06507563591003418,msat,0.69,0.7752808988764045,0.6216216216216216,11,111,9,89,11,131
0_9_8lTLS10,1_0_2mTLS10,2009-11-05,2017-11-02,-2919,0.011749982833862305,0.05803632736206055,yices,0.69,0.7752808988764045,0.6216216216216216,11,111,9,89,11,131
0_9_8lTLS10,1_0_2mTLS10,2009-11-05,2017-11-02,-2919,0.013907194137573242,0.06401562690734863,z3,0.69,0.7752808988764045,0.6216216216216216,11,111,9,89,11,131
0_9_8lTLS10,1_0_2TLS10,2009-11-05,2014-02-24,-1572,0.028746843338012695,0.0756368637084961,cvc4,0.7477477477477479,0.7477477477477478,0.7477477477477478,11,111,11,111,12,139
0_9_8lTLS10,1_0_2TLS10,2009-11-05,2014-02-24,-1572,0.0200040340423584,0.0655663013458252,msat,0.7477477477477479,0.7477477477477478,0.7477477477477478,11,111,11,111,12,139
0_9_8lTLS10,1_0_2TLS10,2009-11-05,2014-02-24,-1572,0.01381683349609375,0.05643296241760254,yices,0.7477477477477479,0.7477477477477478,0.7477477477477478,11,111,11,111,12,139
0_9_8lTLS10,1_0_2TLS10,2009-11-05,2014-02-24,-1572,0.015114068984985352,0.06085777282714844,z3,0.7477477477477479,0.7477477477477478,0.7477477477477478,11,111,11,111,12,139
0_9_8lTLS10,1_1_0TLS10,2009-11-05,2015-12-10,-2226,0.026723146438598633,0.076263427734375,cvc4,0.58,0.651685393258427,0.5225225225225225,11,111,9,89,12,142
0_9_8lTLS10,1_1_0TLS10,2009-11-05,2015-12-10,-2226,0.018267393112182617,0.06343626976013184,msat,0.58,0.651685393258427,0.5225225225225225,11,111,9,89,12,142
0_9_8lTLS10,1_1_0TLS10,2009-11-05,2015-12-10,-2226,0.012082338333129883,0.05810379981994629,yices,0.58,0.651685393258427,0.5225225225225225,11,111,9,89,12,142
0_9_8lTLS10,1_1_0TLS10,2009-11-05,2015-12-10,-2226,0.013574838638305664,0.06172633171081543,z3,0.58,0.651685393258427,0.5225225225225225,11,111,9,89,12,142
0_9_8lTLS10,1_1_1TLS10,2009-11-05,2018-02-13,-3022,0.027733564376831055,0.08218717575073242,cvc4,0.59,0.6629213483146067,0.5315315315315315,11,111,9,89,11,141
0_9_8lTLS10,1_1_1TLS10,2009-11-05,2018-02-13,-3022,0.027300596237182617,0.09116554260253906,msat,0.58,0.651685393258427,0.5225225225225225,11,111,9,89,12,142
0_9_8lTLS10,1_1_1TLS10,2009-11-05,2018-02-13,-3022,0.010866165161132812,0.054619550704956055,yices,0.58,0.651685393258427,0.5225225225225225,11,111,9,89,12,142
0_9_8lTLS10,1_1_1TLS10,2009-11-05,2018-02-13,-3022,0.012785911560058594,0.05940389633178711,z3,0.58,0.651685393258427,0.5225225225225225,11,111,9,89,12,142
0_9_8sTLS10,0_9_7eTLS10,2012-01-04,2004-10-25,2627,0.04545307159423828,0.10216116905212402,cvc4,0.8736462093862816,0.7806451612903226,0.9918032786885246,12,122,15,155,15,156
0_9_8sTLS10,0_9_7eTLS10,2012-01-04,2004-10-25,2627,0.031028270721435547,0.07826852798461914,msat,0.8736462093862816,0.7806451612903226,0.9918032786885246,12,122,15,155,15,156
0_9_8sTLS10,0_9_7eTLS10,2012-01-04,2004-10-25,2627,0.02122640609741211,0.07092905044555664,yices,0.8736462093862816,0.7806451612903226,0.9918032786885246,12,122,15,155,15,156
0_9_8sTLS10,0_9_7eTLS10,2012-01-04,2004-10-25,2627,0.024692773818969727,0.0776970386505127,z3,0.8736462093862816,0.7806451612903226,0.9918032786885246,12,122,15,155,15,156
0_9_8sTLS10,0_9_7TLS10,2012-01-04,2002-06-01,3504,0.06156206130981445,0.2020719051361084,cvc4,0.8303249097472923,0.7419354838709677,0.9426229508196722,12,122,15,155,15,162
0_9_8sTLS10,0_9_7TLS10,2012-01-04,2002-06-01,3504,0.062155723571777344,0.1053919792175293,msat,0.8303249097472923,0.7419354838709677,0.9426229508196722,12,122,15,155,15,162
0_9_8sTLS10,0_9_7TLS10,2012-01-04,2002-06-01,3504,0.02207207679748535,0.07314634323120117,yices,0.8303249097472923,0.7419354838709677,0.9426229508196722,12,122,15,155,15,162
0_9_8sTLS10,0_9_7TLS10,2012-01-04,2002-06-01,3504,0.025625228881835938,0.08051323890686035,z3,0.8303249097472923,0.7419354838709677,0.9426229508196722,12,122,15,155,15,162
0_9_8sTLS10,0_9_8lTLS10,2012-01-04,2009-11-05,790,0.04178905487060547,0.09177255630493164,cvc4,0.8583690987124463,0.9009009009009009,0.819672131147541,12,122,11,111,12,133
0_9_8sTLS10,0_9_8lTLS10,2012-01-04,2009-11-05,790,0.026962757110595703,0.08519148826599121,msat,0.8583690987124463,0.9009009009009009,0.819672131147541,12,122,11,111,12,133
0_9_8sTLS10,0_9_8lTLS10,2012-01-04,2009-11-05,790,0.01521611213684082,0.06275510787963867,yices,0.8583690987124463,0.9009009009009009,0.819672131147541,12,122,11,111,12,133
0_9_8sTLS10,0_9_8lTLS10,2012-01-04,2009-11-05,790,0.018589019775390625,0.07016515731811523,z3,0.8583690987124463,0.9009009009009009,0.819672131147541,12,122,11,111,12,133
0_9_8sTLS10,0_9_8sTLS10,2012-01-04,2012-01-04,0,0.03922700881958008,0.0917506217956543,cvc4,1.0,1.0,1.0,12,122,12,122,12,122
0_9_8sTLS10,0_9_8sTLS10,2012-01-04,2012-01-04,0,0.025096893310546875,0.0726020336151123,msat,1.0,1.0,1.0,12,122,12,122,12,122
0_9_8sTLS10,0_9_8sTLS10,2012-01-04,2012-01-04,0,0.016812801361083984,0.06387782096862793,yices,1.0,1.0,1.0,12,122,12,122,12,122
0_9_8sTLS10,0_9_8sTLS10,2012-01-04,2012-01-04,0,0.019433021545410156,0.06969690322875977,z3,1.0,1.0,1.0,12,122,12,122,12,122
0_9_8sTLS10,0_9_8uTLS10,2012-01-04,2012-03-12,-68,0.046016693115234375,0.10002374649047852,cvc4,0.8736462093862816,0.7806451612903226,0.9918032786885246,12,122,15,155,15,156
0_9_8sTLS10,0_9_8uTLS10,2012-01-04,2012-03-12,-68,0.03087306022644043,0.0788271427154541,msat,0.8736462093862816,0.7806451612903226,0.9918032786885246,12,122,15,155,15,156
0_9_8sTLS10,0_9_8uTLS10,2012-01-04,2012-03-12,-68,0.021655559539794922,0.07041144371032715,yices,0.8736462093862816,0.7806451612903226,0.9918032786885246,12,122,15,155,15,156
0_9_8sTLS10,0_9_8uTLS10,2012-01-04,2012-03-12,-68,0.024252891540527344,0.07749009132385254,z3,0.8736462093862816,0.7806451612903226,0.9918032786885246,12,122,15,155,15,156
0_9_8sTLS10,0_9_8yTLS10,2012-01-04,2013-02-04,-397,0.04880928993225098,0.10489773750305176,cvc4,0.8664259927797834,0.7741935483870968,0.9836065573770492,12,122,15,155,15,157
0_9_8sTLS10,0_9_8yTLS10,2012-01-04,2013-02-04,-397,0.03196549415588379,0.0794074535369873,msat,0.8664259927797834,0.7741935483870968,0.9836065573770492,12,122,15,155,15,157
0_9_8sTLS10,0_9_8yTLS10,2012-01-04,2013-02-04,-397,0.023907899856567383,0.08748912811279297,yices,0.8664259927797834,0.7741935483870968,0.9836065573770492,12,122,15,155,15,157
0_9_8sTLS10,0_9_8yTLS10,2012-01-04,2013-02-04,-397,0.027745723724365234,0.08394217491149902,z3,0.8664259927797834,0.7741935483870968,0.9836065573770492,12,122,15,155,15,157
0_9_8sTLS10,0_9_8zaTLS10,2012-01-04,2014-06-05,-883,0.050847530364990234,0.09992647171020508,cvc4,0.8195488721804511,0.7569444444444444,0.8934426229508197,12,122,14,144,15,157
0_9_8sTLS10,0_9_8zaTLS10,2012-01-04,2014-06-05,-883,0.0315096378326416,0.0867459774017334,msat,0.8195488721804511,0.7569444444444444,0.8934426229508197,12,122,14,144,15,157
0_9_8sTLS10,0_9_8zaTLS10,2012-01-04,2014-06-05,-883,0.025254011154174805,0.0746922492980957,yices,0.8195488721804511,0.7569444444444444,0.8934426229508197,12,122,14,144,15,157
0_9_8sTLS10,0_9_8zaTLS10,2012-01-04,2014-06-05,-883,0.035923004150390625,0.13229656219482422,z3,0.8195488721804511,0.7569444444444444,0.8934426229508197,12,122,14,144,15,157
0_9_8sTLS10,0_9_8zbTLS10,2012-01-04,2014-08-06,-945,0.03953742980957031,0.09078478813171387,cvc4,0.8688524590163934,0.8688524590163934,0.8688524590163934,12,122,12,122,13,138
0_9_8sTLS10,0_9_8zbTLS10,2012-01-04,2014-08-06,-945,0.025383949279785156,0.07448196411132812,msat,0.8688524590163934,0.8688524590163934,0.8688524590163934,12,122,12,122,13,138
0_9_8sTLS10,0_9_8zbTLS10,2012-01-04,2014-08-06,-945,0.016607284545898438,0.0663611888885498,yices,0.8688524590163934,0.8688524590163934,0.8688524590163934,12,122,12,122,13,138
0_9_8sTLS10,0_9_8zbTLS10,2012-01-04,2014-08-06,-945,0.022059917449951172,0.07314443588256836,z3,0.8688524590163934,0.8688524590163934,0.8688524590163934,12,122,12,122,13,138
0_9_8sTLS10,1_0_0pTLS10,2012-01-04,2015-01-08,-1100,0.03796219825744629,0.08976006507873535,cvc4,0.860655737704918,0.860655737704918,0.860655737704918,12,122,12,122,13,139
0_9_8sTLS10,1_0_0pTLS10,2012-01-04,2015-01-08,-1100,0.025656700134277344,0.0734245777130127,msat,0.860655737704918,0.860655737704918,0.860655737704918,12,122,12,122,13,139
0_9_8sTLS10,1_0_0pTLS10,2012-01-04,2015-01-08,-1100,0.019049882888793945,0.0650472640991211,yices,0.860655737704918,0.860655737704918,0.860655737704918,12,122,12,122,13,139
0_9_8sTLS10,1_0_0pTLS10,2012-01-04,2015-01-08,-1100,0.02342510223388672,0.08250665664672852,z3,0.860655737704918,0.860655737704918,0.860655737704918,12,122,12,122,13,139
0_9_8sTLS10,1_0_1dTLS11,2012-01-04,2013-02-04,-397,0.0516357421875,0.1534268856048584,cvc4,0.8045112781954886,0.7430555555555556,0.8770491803278688,12,122,14,144,14,159
0_9_8sTLS10,1_0_1dTLS11,2012-01-04,2013-02-04,-397,0.030617475509643555,0.08394002914428711,msat,0.8045112781954886,0.7430555555555556,0.8770491803278688,12,122,14,144,14,159
0_9_8sTLS10,1_0_1dTLS11,2012-01-04,2013-02-04,-397,0.020487546920776367,0.07064199447631836,yices,0.8045112781954886,0.7430555555555556,0.8770491803278688,12,122,14,144,14,159
0_9_8sTLS10,1_0_1dTLS11,2012-01-04,2013-02-04,-397,0.024840831756591797,0.0741112232208252,z3,0.8045112781954886,0.7430555555555556,0.8770491803278688,12,122,14,144,14,159
0_9_8sTLS10,1_0_1kTLS10,2012-01-04,2015-01-08,-1100,0.057352304458618164,0.0941619873046875,cvc4,0.8524590163934426,0.8524590163934426,0.8524590163934426,12,122,12,122,13,140
0_9_8sTLS10,1_0_1kTLS10,2012-01-04,2015-01-08,-1100,0.026428937911987305,0.07632970809936523,msat,0.8524590163934426,0.8524590163934426,0.8524590163934426,12,122,12,122,13,140
0_9_8sTLS10,1_0_1kTLS10,2012-01-04,2015-01-08,-1100,0.02025127410888672,0.0699310302734375,yices,0.8524590163934426,0.8524590163934426,0.8524590163934426,12,122,12,122,13,140
0_9_8sTLS10,1_0_1kTLS10,2012-01-04,2015-01-08,-1100,0.020770788192749023,0.07575225830078125,z3,0.8524590163934426,0.8524590163934426,0.8524590163934426,12,122,12,122,13,140
0_9_8sTLS10,1_0_1TLS11,2012-01-04,2012-01-03,1,0.04927659034729004,0.10365676879882812,cvc4,0.8195488721804511,0.7569444444444444,0.8934426229508197,12,122,14,144,15,157
0_9_8sTLS10,1_0_1TLS11,2012-01-04,2012-01-03,1,0.03292965888977051,0.08419322967529297,msat,0.8195488721804511,0.7569444444444444,0.8934426229508197,12,122,14,144,15,157
0_9_8sTLS10,1_0_1TLS11,2012-01-04,2012-01-03,1,0.021617650985717773,0.06827235221862793,yices,0.8195488721804511,0.7569444444444444,0.8934426229508197,12,122,14,144,15,157
0_9_8sTLS10,1_0_1TLS11,2012-01-04,2012-01-03,1,0.022731304168701172,0.0810708999633789,z3,0.8195488721804511,0.7569444444444444,0.8934426229508197,12,122,14,144,15,157
0_9_8sTLS10,1_0_2mTLS10,2012-01-04,2017-11-02,-2129,0.02809453010559082,0.0761861801147461,cvc4,0.7772511848341231,0.9213483146067416,0.6721311475409836,12,122,9,89,12,129
0_9_8sTLS10,1_0_2mTLS10,2012-01-04,2017-11-02,-2129,0.02041935920715332,0.06609368324279785,msat,0.7772511848341231,0.9213483146067416,0.6721311475409836,12,122,9,89,12,129
0_9_8sTLS10,1_0_2mTLS10,2012-01-04,2017-11-02,-2129,0.012502193450927734,0.057222843170166016,yices,0.7772511848341231,0.9213483146067416,0.6721311475409836,12,122,9,89,12,129
0_9_8sTLS10,1_0_2mTLS10,2012-01-04,2017-11-02,-2129,0.01566338539123535,0.0642082691192627,z3,0.7772511848341231,0.9213483146067416,0.6721311475409836,12,122,9,89,12,129
0_9_8sTLS10,1_0_2TLS10,2012-01-04,2014-02-24,-782,0.034958839416503906,0.08531332015991211,cvc4,0.8927038626609443,0.9369369369369369,0.8524590163934426,12,122,11,111,12,129
0_9_8sTLS10,1_0_2TLS10,2012-01-04,2014-02-24,-782,0.023420095443725586,0.0715932846069336,msat,0.8927038626609443,0.9369369369369369,0.8524590163934426,12,122,11,111,12,129
0_9_8sTLS10,1_0_2TLS10,2012-01-04,2014-02-24,-782,0.016171932220458984,0.06582903861999512,yices,0.8927038626609443,0.9369369369369369,0.8524590163934426,12,122,11,111,12,129
0_9_8sTLS10,1_0_2TLS10,2012-01-04,2014-02-24,-782,0.021848201751708984,0.07648491859436035,z3,0.8927038626609443,0.9369369369369369,0.8524590163934426,12,122,11,111,12,129
0_9_8sTLS10,1_1_0TLS10,2012-01-04,2015-12-10,-1436,0.029147624969482422,0.07642459869384766,cvc4,0.7298578199052134,0.8651685393258427,0.6311475409836066,12,122,9,89,13,134
0_9_8sTLS10,1_1_0TLS10,2012-01-04,2015-12-10,-1436,0.01912689208984375,0.06599950790405273,msat,0.7298578199052134,0.8651685393258427,0.6311475409836066,12,122,9,89,13,134
0_9_8sTLS10,1_1_0TLS10,2012-01-04,2015-12-10,-1436,0.012265205383300781,0.05903458595275879,yices,0.7298578199052134,0.8651685393258427,0.6311475409836066,12,122,9,89,13,134
0_9_8sTLS10,1_1_0TLS10,2012-01-04,2015-12-10,-1436,0.014746904373168945,0.06241726875305176,z3,0.7298578199052134,0.8651685393258427,0.6311475409836066,12,122,9,89,13,134
0_9_8sTLS10,1_1_1TLS10,2012-01-04,2018-02-13,-2232,0.028493642807006836,0.07881426811218262,cvc4,0.7298578199052134,0.8651685393258427,0.6311475409836066,12,122,9,89,13,134
0_9_8sTLS10,1_1_1TLS10,2012-01-04,2018-02-13,-2232,0.019443750381469727,0.06625032424926758,msat,0.7298578199052134,0.8651685393258427,0.6311475409836066,12,122,9,89,13,134
0_9_8sTLS10,1_1_1TLS10,2012-01-04,2018-02-13,-2232,0.01259922981262207,0.05854940414428711,yices,0.7298578199052134,0.8651685393258427,0.6311475409836066,12,122,9,89,13,134
0_9_8sTLS10,1_1_1TLS10,2012-01-04,2018-02-13,-2232,0.015137910842895508,0.06341767311096191,z3,0.7298578199052134,0.8651685393258427,0.6311475409836066,12,122,9,89,13,134
0_9_8uTLS10,0_9_7eTLS10,2012-03-12,2004-10-25,2695,0.059044837951660156,0.11236023902893066,cvc4,0.9935483870967742,0.9935483870967742,0.9935483870967742,15,155,15,155,15,156
0_9_8uTLS10,0_9_7eTLS10,2012-03-12,2004-10-25,2695,0.042258262634277344,0.09602046012878418,msat,0.9935483870967742,0.9935483870967742,0.9935483870967742,15,155,15,155,15,156
0_9_8uTLS10,0_9_7eTLS10,2012-03-12,2004-10-25,2695,0.02913641929626465,0.10794496536254883,yices,0.9935483870967742,0.9935483870967742,0.9935483870967742,15,155,15,155,15,156
0_9_8uTLS10,0_9_7eTLS10,2012-03-12,2004-10-25,2695,0.0292966365814209,0.0818326473236084,z3,0.9935483870967742,0.9935483870967742,0.9935483870967742,15,155,15,155,15,156
0_9_8uTLS10,0_9_7TLS10,2012-03-12,2002-06-01,3572,0.06429076194763184,0.10686516761779785,cvc4,0.9354838709677419,0.9354838709677419,0.9354838709677419,15,155,15,155,15,165
0_9_8uTLS10,0_9_7TLS10,2012-03-12,2002-06-01,3572,0.03787493705749512,0.08610892295837402,msat,0.9354838709677419,0.9354838709677419,0.9354838709677419,15,155,15,155,15,165
0_9_8uTLS10,0_9_7TLS10,2012-03-12,2002-06-01,3572,0.025567293167114258,0.07743287086486816,yices,0.9354838709677419,0.9354838709677419,0.9354838709677419,15,155,15,155,15,165
0_9_8uTLS10,0_9_7TLS10,2012-03-12,2002-06-01,3572,0.03217506408691406,0.08624911308288574,z3,0.9354838709677419,0.9354838709677419,0.9354838709677419,15,155,15,155,15,165
0_9_8uTLS10,0_9_8lTLS10,2012-03-12,2009-11-05,858,0.04095768928527832,0.09008240699768066,cvc4,0.8821548821548821,0.9225352112676056,0.8451612903225807,15,155,11,111,15,166
0_9_8uTLS10,0_9_8lTLS10,2012-03-12,2009-11-05,858,0.02685832977294922,0.07162666320800781,msat,0.8821548821548821,0.9225352112676056,0.8451612903225807,15,155,11,111,15,166
0_9_8uTLS10,0_9_8lTLS10,2012-03-12,2009-11-05,858,0.01920914649963379,0.07086992263793945,yices,0.8821548821548821,0.9225352112676056,0.8451612903225807,15,155,11,111,15,166
0_9_8uTLS10,0_9_8lTLS10,2012-03-12,2009-11-05,858,0.02211451530456543,0.07385897636413574,z3,0.8821548821548821,0.9225352112676056,0.8451612903225807,15,155,11,111,15,166
0_9_8uTLS10,0_9_8sTLS10,2012-03-12,2012-01-04,68,0.054453134536743164,0.18271708488464355,cvc4,0.987012987012987,0.9934640522875817,0.9806451612903225,15,155,12,122,15,156
0_9_8uTLS10,0_9_8sTLS10,2012-03-12,2012-01-04,68,0.034838199615478516,0.08767461776733398,msat,0.987012987012987,0.9934640522875817,0.9806451612903225,15,155,12,122,15,156
0_9_8uTLS10,0_9_8sTLS10,2012-03-12,2012-01-04,68,0.021475553512573242,0.0697946548461914,yices,0.987012987012987,0.9934640522875817,0.9806451612903225,15,155,12,122,15,156
0_9_8uTLS10,0_9_8sTLS10,2012-03-12,2012-01-04,68,0.02661871910095215,0.08453154563903809,z3,0.987012987012987,0.9934640522875817,0.9806451612903225,15,155,12,122,15,156
0_9_8uTLS10,0_9_8uTLS10,2012-03-12,2012-03-12,0,0.07746148109436035,0.29668760299682617,cvc4,1.0,1.0,1.0,15,155,15,155,15,155
0_9_8uTLS10,0_9_8uTLS10,2012-03-12,2012-03-12,0,0.08327698707580566,0.13599443435668945,msat,1.0,1.0,1.0,15,155,15,155,15,155
0_9_8uTLS10,0_9_8uTLS10,2012-03-12,2012-03-12,0,0.029723167419433594,0.09586834907531738,yices,1.0,1.0,1.0,15,155,15,155,15,155
0_9_8uTLS10,0_9_8uTLS10,2012-03-12,2012-03-12,0,0.036290884017944336,0.0969090461730957,z3,1.0,1.0,1.0,15,155,15,155,15,155
0_9_8uTLS10,0_9_8yTLS10,2012-03-12,2013-02-04,-329,0.08229279518127441,0.11462974548339844,cvc4,0.9935483870967742,0.9935483870967742,0.9935483870967742,15,155,15,155,15,156
0_9_8uTLS10,0_9_8yTLS10,2012-03-12,2013-02-04,-329,0.04072213172912598,0.09516382217407227,msat,0.9935483870967742,0.9935483870967742,0.9935483870967742,15,155,15,155,15,156
0_9_8uTLS10,0_9_8yTLS10,2012-03-12,2013-02-04,-329,0.02519536018371582,0.0872654914855957,yices,0.9935483870967742,0.9935483870967742,0.9935483870967742,15,155,15,155,15,156
0_9_8uTLS10,0_9_8yTLS10,2012-03-12,2013-02-04,-329,0.03382611274719238,0.09497284889221191,z3,0.9935483870967742,0.9935483870967742,0.9935483870967742,15,155,15,155,15,156
